,Review,Positive,Negative,Neutral
2053,time deliveri good flipkart day instal done thank,0.474,0.0,0.526
2054,use machin time lat apromaxiet  hour,0.0,0.0,1.0
2055,hydraul door doesnt work proper dont buy wast money look like use product,0.172,0.0,0.828
2056,machin sound like tracktor im happi product   wanna send back,0.217,0.0,0.783
2057,order around  month ago want see work write reviewfirst allflipkart deliveri realli fastdidnt expect get sooner expect deliveri time secondlyth packag nice cleanthirdperform wise it awesom good capacityfor famili twoit work wonder im fulli satisfi paid got yes cannot expect mechan price rang doesnt,0.247,0.0,0.753
2058,stay  friend alway plan go buy wm howev price high found product flipkart book use last  week tremend performanceppl might say dryer allbut want answer aab itna mai itna hi milta hai honest wm design bachelor love productawsm designjust go without think much,0.235,0.0,0.765
2059,realli beauti  nice colour  perform also good  realli worth money thank flipkart im happi,0.502,0.0,0.498
2060,xlent product flipcart thanq,0.0,0.0,1.0
2061,bachelor unsatisfi thing cloth wash purchas lilliput realli happi good perform super wash valuabl price,0.343,0.0,0.657
2062,nice product easi use comfort,0.639,0.0,0.361
2063,first scare buy onida brand samsung etcetera brand markettrust onida job better afford price awesom dirti remain cloth wash  one wash cloth pricei recommend itth switch tub qualiti speed machin way better samsung  ifbth import thing compact pl,0.182,0.07,0.747
2064,valu money best qualiti ,0.583,0.0,0.417
2065,write review use  month given  star aspect pron   east use  occupi small place  custom shouldnt technic strong understand like fulli automat machin  person like design muc,0.163,0.088,0.749
2066,awesomefor heavi bed sheet power bt cloth like pant contain metal hook good insid bodi made plastic wash capac like power  machin powerfulitt pais  bahut acha  still use last four year awesom,0.214,0.0,0.786
2067,use lg machin  year samsung one  year select samsung cost lg machin thought one better lg use found made big mistak lg machin even much better make high nois wash soft cloth wash manual,0.153,0.0,0.847
2068,best machin  member famili   budget  samsung   best compani deliveri also good  thank flipkart   must buy  ,0.556,0.0,0.444
2069,nice design work proper good work excel condit,0.635,0.0,0.365
2070,great wash machin rang kudo samsung vibrat wash okay great product worth money go,0.545,0.0,0.455
2071,good,1.0,0.0,0.0
2072,thank flipkart,0.714,0.0,0.286
2073,realli nice wash machin great wash power got afford price compar market price build qualiti super realli cool design go,0.45,0.0,0.55
2074,extrem satisfi,0.0,0.0,1.0
2075,valu money time deliv,0.0,0.0,1.0
2076,pehl istem kiya fir visvassh kiya  realli good product appropri,0.244,0.0,0.756
2077,excel wash machin great featur whirlpool clear winner varieti wash function offer power motor five star rate,0.509,0.0,0.491
2078,good product wash qualiti excel less power use water use electr consumpt realli low power motor also oper thus machin inverteri ad thought  month usag problem found work fineyou go,0.161,0.131,0.708
2079,excel productdesign  beautifulbuilt  premiumperform  excellentfunct senser  best classcloth clean  superbinstal  guy call came per time suggest,0.432,0.0,0.568
2080,deliv well advanc given date love piec like famili next day engin came fix machin explain function thank seller,0.43,0.0,0.57
2081,heavi vibrat take much time,0.0,0.0,1.0
2082,dont buy loud nois washingand flipkart doesnt replac rubbish productveri bad servic,0.0,0.241,0.759
2083,motor sound high,0.0,0.0,1.0
2084,nice product full satisfi,0.483,0.0,0.517
2085,heavi nois,0.0,0.0,1.0
2086,okay product doesnt clean cloth well okay regular use sound bit wash cloth,0.225,0.241,0.533
2087,compar joint famili,0.0,0.0,1.0
2088,happi see kind productswhich alway feel us valu moneymost recommend look awesom quit awesom thank manufactur thank flipkart bring type product,0.391,0.0,0.609
2089,excel wash machin price,0.5,0.0,0.5
2090,product worth money  premium qualiti product happi order product ,0.192,0.0,0.808
2091,valu money,0.0,0.0,1.0
2092,nice,1.0,0.0,0.0
2093,goo product happi,0.0,0.0,1.0
2094,best,1.0,0.0,0.0
2095,best,1.0,0.0,0.0
2096,best,1.0,0.0,0.0
2097,first got damag product flipkart fast arrang replac replac effort realli increas faith onlin purchas thank flipkartmonitor good priceyou see pixel text imag look fine look big screen low price readi compromis littl text qualiti go,0.232,0.049,0.719
2098,research found product best pocket friend segment bought  screen qualiti awesom search great pictur qualiti budget product,0.451,0.0,0.549
2099,low price gud qualiti,0.0,0.412,0.588
2100,good monitor price rangeit come  hdmi  vga  audi line  mm jackgot item within stipul deliveri date,0.162,0.0,0.838
2101,super,1.0,0.0,0.0
2102,great pictur qualiti satisfi need like work entertain game  display colour ppi everyth great  finish display great  enough kind task ur hard core  one hdmi port wish would  hdmi port futur model,0.477,0.029,0.494
2103,worst monit dont buy,0.0,0.577,0.423
2104,awsummm,0.0,0.0,1.0
2105,extrem satisfi use  week,0.0,0.0,1.0
2106,good productmust buy,0.592,0.0,0.408
2107,screen awesom softwar engin screen perfect kind work color crisp antiglar point reflect ambient light surroundingsi want highlight use screen alway keep refresh rate  otherwis see pixel artifact display,0.302,0.0,0.698
2108,good monitor im most use code  casual game good purpos antiglar point good colour reproduct watch movi differ level experi howev im deduct  follow  stand height  builtin speaker price point one aux port given    connect extern  user manual ship monitor figur download driver lenovo,0.212,0.0,0.788
2109,outstand monitor,0.0,0.0,1.0
2110,per specif refresh rate  actual  hz refresh rate,0.0,0.0,1.0
2111,love  amaz good product,0.78,0.0,0.22
2112,good product  deliveri late,0.492,0.0,0.508
2113,detail product mention   max edg edg window still setup build qualiti good screen size massiv,0.172,0.0,0.828
2114,best monit rang  go ,0.583,0.0,0.417
2115,monitor good good deliveri,0.744,0.0,0.256
2116,great product ,0.804,0.0,0.196
2117,worth good hd monitor fulli happi satisfi thank u flipkart,0.549,0.0,0.451
2118,goodqual afford price excel pictur qualiti pack good time deliveri  dayspackag  monitor   vga cabl  hdmi port  power  standhd qualiti use cctv footag,0.228,0.0,0.772
2119,till  gone purchas get good servic monitori dont know long time gonei think may give good servic futur last like say great monitor pricei realli cant think buy purchas come price ,0.315,0.0,0.685
2120,pleas dont buy want use desktop monitor got attract lower price brought im regret decis im use desktop monitor imag look pixil view  ft screen smaller text hard read screen look bluish ive tri possibl set monitor menu tri chang display properti  window situat hasnt improv give eyestrain headach look,0.045,0.138,0.816
2121,nice monitor price rang pictur qualiti good,0.533,0.0,0.467
2122,good,1.0,0.0,0.0
2123,good product imag equal good bright low slim light waitdesign ok materi littl low qualityoveral goodthat enough price rang,0.388,0.149,0.463
2124,monitor good cctv  height adjust cheap best monitor bright low recommend use cctv,0.553,0.093,0.354
2125,good qualiti,0.744,0.0,0.256
2126,good product low price,0.414,0.3,0.286
2127,nice monitor acer love slim white color give rich look monitor,0.57,0.0,0.43
2128,superb experi worth buy thank flipkartpackag led goodhigh recommend fullhd video edit well game  resolutionfram rate   consumpt    matt finishglassi white bodi give awesom finishbest valu productalso got box hdmi  vga cablesfin say awesom ,0.319,0.0,0.681
2129,superb product budget thing sound effect ,0.451,0.0,0.549
2130,nice product good work imag qualiti nice,0.68,0.0,0.32
2131,go nice look enough size regular use though speaker much good ok awesom monitor,0.418,0.0,0.582
2132,good qualiti airtel dis direct concept nice monitor good pack excel peac,0.592,0.0,0.408
2133,amaz got nice pricedesign slim good eye sightit come blue light filter protect eye pictur qualiti great price point get full hd displayand love iti use laptopyou defin go,0.409,0.0,0.591
2134,display excel good amount bright natur color bezel thin white color absolut beauti display thin give edg monitor dell price point excel buy coupl shortcom though monitor cannot tilt adjust height speaker even audibl enough even mac mini intern speaker better,0.29,0.0,0.71
